order_id,customer_id,customer_name,email,phone,city,order_date,ship_date,category,unit_price_aed,quantity,payment_method,flag_ship_before_order,flag_invalid_email,flag_price_outlier
ORD003522,CUST01609,Noor Khan,noor.khan@gmail,+971 57 4190775,Dubai,2025-06-12,2025-06-22,Beauty,5.51,5,Credit Card,False,True,False
ORD002265,CUST00093,Reem Ahmed,reemahmedgmail.com,+971 58 9883788,Sharjah,2026-05-01,2026-05-03,Toys,131.66,4,Credit Card,False,True,False
ORD002720,CUST01663,Reem Khan,reem.khan@gmail,+971 54 5749899,Abu Dhabi,2026-03-04,2026-03-12,Fashion,75.46,4,Credit Card,False,True,False
ORD002756,CUST01636,Salem Nasser,salem.nasser51@hotmail.com,+971 55 7777457,Dubai,2026-04-22,2026-04-17,Groceries,42.45,1,Debit Card,True,False,False
ORD000881,CUST01008,Salem Hassan,salem.hassan23@outlook.com,+971 56 8205561,Abu Dhabi,2025-01-26,2025-01-22,Home & Kitchen,834.58,3,Apple Pay,True,False,False
ORD001366,CUST01042,Amina Al Maktoum,amina.almaktoum50@yahoo.com,+971 52 5057769,Ras Al Khaimah,2025-03-14,2025-03-12,Groceries,56.91,2,Debit Card,True,False,False
ORD004855,CUST00547,Mariam Rahman,mariam.rahman58@outlook.com,+971 52 8319725,Dubai,2025-09-01,2025-01-11,Home & Kitchen,217.36,1,Credit Card,True,False,False
ORD003309,CUST00805,Aisha Sheikh,aishasheikhgmail.com,+971 50 7668192,Ajman,2026-01-08,2026-01-15,Groceries,388.07,4,Cash on Delivery,False,True,False
ORD002182,CUST01224,Ahmed Al Maktoum,ahmedalmaktoumgmail.com,+971 58 5509143,Ras Al Khaimah,2025-11-27,2025-12-02,Beauty,46.64,1,Apple Pay,False,True,False
ORD003562,CUST00477,Tariq Rahman,tariqrahmangmail.com,+971 52 7508664,Ras Al Khaimah,2025-04-14,2025-04-23,Toys,-31.29,2,Cash on Delivery,False,True,True
ORD001659,CUST01282,Ali Al Maktoum,ali.almaktoum43@yahoo.com,+971 55 4857678,Dubai,2025-12-07,2025-07-21,Sports,24.37,4,Credit Card,True,False,False
ORD001797,CUST01335,Reem Ibrahim,reem.ibrahim3@outlook.com,+971 55 4323826,Abu Dhabi,2025-05-05,2025-05-02,Electronics,48.47,3,Cash on Delivery,True,False,False
ORD001840,CUST01315,Fatima Al Amiri,fatima.alamiri@gmail,+971 52 5832198,Abu Dhabi,2025-09-13,2025-09-20,Home & Kitchen,54.16,3,Credit Card,False,True,False
ORD004762,CUST01641,Mariam Malik,mariammalikgmail.com,+971 53 7401165,Ras Al Khaimah,2025-11-26,2025-11-28,Groceries,130.17,5,Credit Card,False,True,False
ORD001547,CUST01478,Hassan Al Maktoum,hassan.almaktoum@gmail,+971 56 8979634,Dubai,2025-06-26,2025-06-24,Beauty,24.57,1,Apple Pay,True,True,False
ORD003255,CUST01585,Huda Rahman,hudarahmangmail.com,+971 57 6046805,Ras Al Khaimah,2025-03-20,2025-03-29,Books,96.31,1,Debit Card,False,True,False
ORD001763,CUST00496,Khalid Khan,khalid.khan6@outlook.com,+971 56 7629333,Ajman,2026-01-30,2026-01-28,Beauty,71.91,5,Cash on Delivery,True,False,False
ORD000800,CUST01427,Ahmed Rahman,ahmed.rahman97@hotmail.com,+971 52 4929552,Ras Al Khaimah,2025-06-18,2025-06-17,Electronics,68.7,2,Debit Card,True,False,False
ORD001862,CUST00382,Ali Al Suwaidi,ali.alsuwaidi7@hotmail.com,+971 53 3814063,Abu Dhabi,2026-06-17,2026-06-12,Beauty,150.03,1,Debit Card,True,False,False
ORD004878,CUST00877,Mariam Al Ali,mariamalaligmail.com,+971 50 7315920,Dubai,2026-06-18,2026-06-22,Sports,102.74,1,Credit Card,False,True,False
ORD002694,CUST01151,Salem Ahmed,salem.ahmed20@hotmail.com,+971 51 6905108,Sharjah,2025-08-09,2025-08-07,Groceries,58.29,3,Debit Card,True,False,False
ORD004083,CUST01168,Ali Ahmed,ali.ahmed84@yahoo.com,+971 57 3689820,Dubai,2025-10-09,2025-09-12,Beauty,357.34,2,Cash on Delivery,True,False,False
ORD001741,CUST00058,Noor Rahman,noor.rahman26@outlook.com,+971 50 6940831,Fujairah,2026-06-01,2026-01-16,Fashion,60.07,1,Debit Card,True,False,False
ORD001374,CUST01251,Omar Ibrahim,omar.ibrahim74@outlook.com,+971 59 4847454,Dubai,2025-12-10,2025-10-13,Groceries,13.28,4,Credit Card,True,False,False
ORD001565,CUST01345,Ali Khan,ali.khan20@hotmail.com,+971 59 9674519,Sharjah,2025-05-18,2025-05-15,Sports,139.33,1,Credit Card,True,False,False
ORD000220,CUST01210,Hassan Malik,hassan.malik@gmail,+971 57 1654924,Abu Dhabi,2025-04-22,2025-04-17,Toys,72.38,1,Debit Card,True,True,False
ORD002106,CUST00849,Omar Al Maktoum,omar.almaktoum@gmail,+971 52 2619007,Abu Dhabi,2025-02-22,2025-02-27,Groceries,344.7,1,Apple Pay,False,True,False
ORD003516,CUST01755,Reem Al Amiri,reem.alamiri55@gmail.com,+971 59 8279415,Dubai,2025-02-27,2025-03-09,Fashion,-107.28,1,Credit Card,False,False,True
ORD000150,CUST01757,Sara Al Amiri,,+971 51 7254683,Ras Al Khaimah,2026-06-03,2026-03-10,Toys,89.75,3,Cash on Delivery,True,False,False
ORD002423,CUST01697,Mariam Patel,mariam.patel@gmail,+971 52 5436346,Abu Dhabi,2025-06-03,2025-06-10,Toys,53.02,2,Credit Card,False,True,False
ORD004787,CUST00742,Noor Al Amiri,noor.alamiri@gmail,+971 56 5047452,Abu Dhabi,2025-05-02,2025-05-06,Books,138.51,2,Cash on Delivery,False,True,False
ORD002684,CUST01488,Yousef Rahman,yousef.rahman@gmail,+971 52 8858451,Dubai,2025-09-21,2025-09-30,Fashion,,2,Credit Card,False,True,False
ORD002871,CUST00324,Omar Al Suwaidi,omar.alsuwaidi66@gmail.com,+971 58 2995928,Abu Dhabi,2025-11-25,2025-11-23,Sports,35.26,3,Cash on Delivery,True,False,False
ORD000060,CUST01495,Yousef Rahman,yousef.rahman@gmail,+971 56 2620082,Ras Al Khaimah,2025-09-19,2025-09-22,Books,176.89,1,Credit Card,False,True,False
ORD003887,CUST00929,Fatima Al Ali,fatimaalaligmail.com,+971 51 4208969,Dubai,2025-03-25,2025-03-26,Groceries,7.42,3,Cash on Delivery,False,True,False
ORD001152,CUST00039,Huda Malik,huda.malik29@yahoo.com,+971 59 7320355,Abu Dhabi,2025-10-01,2025-01-15,Books,7.74,1,Debit Card,True,False,False
ORD003805,CUST01120,Noor Rahman,noor.rahman@gmail,+971 55 6671268,Dubai,2026-03-30,2026-04-06,Groceries,27.31,5,Cash on Delivery,False,True,False
ORD004974,CUST00647,Yousef Malik,yousef.malik81@hotmail.com,+971 52 4685024,Abu Dhabi,2025-04-07,2025-04-06,Home & Kitchen,8.28,3,Credit Card,True,False,False
ORD002894,CUST01005,Layla Al Amiri,layla.alamiri52@yahoo.com,+971 50 1231357,Dubai,2026-03-18,2026-03-13,Home & Kitchen,,1,Credit Card,True,False,False
ORD003521,CUST01280,Layla Al Amiri,layla.alamiri75@gmail.com,+971 55 4221433,Abu Dhabi,2025-08-06,2025-06-10,Fashion,110.25,1,Cash on Delivery,True,False,False
ORD003357,CUST00486,Huda Khan,hudakhangmail.com,+971 55 7826585,Sharjah,2026-04-29,2026-04-28,Home & Kitchen,72.14,1,Cash on Delivery,True,True,False
ORD003892,CUST01113,Layla Al Rashid,layla.alrashid74@hotmail.com,+971 59 3153482,Dubai,2026-07-02,2026-02-12,Books,119.41,1,Credit Card,True,False,False
ORD001154,CUST00301,Salem Al Suwaidi,salemalsuwaidigmail.com,+971 52 4314934,Fujairah,2026-08-04,2026-04-12,Groceries,17.76,4,Apple Pay,True,True,False
ORD002116,CUST00205,Noor Rahman,noor.rahman38@hotmail.com,+971 58 4824035,Ras Al Khaimah,2026-06-03,2026-03-15,Home & Kitchen,39.92,2,Credit Card,True,False,False
ORD004104,CUST00311,Zainab Ahmed,zainab.ahmed48@gmail.com,+971 50 7205155,Dubai,2025-12-24,2025-12-22,Fashion,161.77,1,Cash on Delivery,True,False,False
ORD003989,CUST00045,Amina Malik,amina.malik41@hotmail.com,+971 58 3770261,Ajman,2025-07-10,2025-07-08,Toys,456.43,1,Apple Pay,True,False,False
ORD004685,CUST01566,Ali Hassan,ali.hassan@gmail,+971 50 5756571,Sharjah,2025-04-20,2025-04-27,Sports,23.64,5,Cash on Delivery,False,True,False
ORD000123,CUST00272,Khalid  Al Falasi,khalid.alfalasi@gmail,+971 59 6443037,Fujairah,2026-06-09,2026-06-10,Fashion,271.18,1,Credit Card,False,True,False
ORD004980,CUST00675,Huda Hassan,huda.hassan63@outlook.com,+971 51 4670416,Fujairah,2026-12-01,2026-01-18,Fashion,7.24,5,Credit Card,True,False,False
ORD001058,CUST00203,Amina Hassan,amina.hassan19@yahoo.com,+971 59 7826210,Fujairah,2026-04-22,2026-04-17,Books,215.45,4,Cash on Delivery,True,False,False
ORD000806,CUST01304,Layla Al Rashid,layla.alrashid@gmail,+971 52 5635733,Sharjah,2025-03-15,2025-03-24,Fashion,,3,Apple Pay,False,True,False
ORD004742,CUST01207,Omar Malik,omarmalikgmail.com,+971 57 6955349,Sharjah,2025-03-20,2025-03-26,Home & Kitchen,109.49,2,Apple Pay,False,True,False
ORD000251,CUST00199,Omar Al Suwaidi,omaralsuwaidigmail.com,+971 51 7005628,Sharjah,2025-07-14,2025-07-18,Home & Kitchen,18.9,4,Cash on Delivery,False,True,False
ORD002022,CUST01684,Reem Khan,reem.khan7@gmail.com,+971 59 4272157,Fujairah,2025-11-09,2025-09-13,Beauty,88.0,4,Credit Card,True,False,False
ORD003591,CUST00297,Hassan Ibrahim,hassan.ibrahim@gmail,+971 52 2947361,Abu Dhabi,2026-01-28,2026-02-02,Toys,194.1,1,Credit Card,False,True,False
ORD003852,CUST00406,Khalid Nasser,khalidnassergmail.com,+971 56 3327744,Dubai,2025-12-22,2026-01-01,Home & Kitchen,109.25,1,Credit Card,False,True,False
ORD001525,CUST00039,Khalid Al Falasi,khalid.alfalasi51@outlook.com,+971 50 2675244,Sharjah,2025-01-05,2024-12-31,Sports,45.96,3,Credit Card,True,False,False
ORD000977,CUST01582,Reem Hassan,reemhassangmail.com,+971 50 9534871,Abu Dhabi,2025-01-14,2025-01-16,Beauty,42.42,1,Apple Pay,False,True,False
ORD003545,CUST00598,Yousef Al Maktoum,yousef.almaktoum31@yahoo.com,+971 57 2092334,Ras Al Khaimah,2025-04-27,2025-05-05,Groceries,13207.0,2,Cash on Delivery,False,False,True
ORD003783,CUST00410,Zainab Al Maktoum,zainab.almaktoum80@gmail.com,+971 57 5474873,Dubai,2025-06-04,2025-04-15,Groceries,23.51,4,Debit Card,True,False,False
ORD001433,CUST01599,Salem Hassan,salem.hassan@gmail,+971 51 5379448,Sharjah,2026-05-24,2026-05-29,Toys,157.67,1,Credit Card,False,True,False
ORD002334,CUST00197,Rashid Al Suwaidi,rashid.alsuwaidi51@outlook.com,+971 57 8135778,Abu Dhabi,2025-09-30,2025-09-29,Books,46.66,2,Cash on Delivery,True,False,False
ORD002812,CUST00514,Fatima Malik,fatimamalikgmail.com,+971 58 9262486,Ras Al Khaimah,2026-02-06,2026-02-09,Sports,35.32,4,Debit Card,False,True,False
ORD002626,CUST01008,Zainab Al Amiri,zainab.alamiri@gmail,+971 56 7184824,Dubai,2025-12-14,2025-12-23,Beauty,28.19,1,Credit Card,False,True,False
ORD004853,CUST00489,Yousef Rahman,yousefrahmangmail.com,+971 54 5543673,Abu Dhabi,2026-05-02,2026-02-12,Beauty,113.41,1,Debit Card,True,True,False
ORD002076,CUST01513,Hassan Al Amiri,hassan.alamiri98@hotmail.com,+971 57 4904902,Ras Al Khaimah,2026-01-06,2026-01-05,Electronics,4861.0,4,Credit Card,True,False,False
ORD000449,CUST01630,Zainab Al Falasi,zainab.alfalasi74@yahoo.com,+971 53 4750560,Fujairah,2025-08-03,2025-03-15,Toys,39.89,4,Credit Card,True,False,False
ORD002441,CUST00157,Ali Patel,ali.patel@gmail,+971 52 2002496,Sharjah,2026-04-03,2026-04-07,Groceries,383.59,5,Credit Card,False,True,False
ORD000186,CUST01356,Amina Al Maktoum,aminaalmaktoumgmail.com,+971 52 4447632,Dubai,2025-04-29,2025-05-06,Fashion,136.18,5,Cash on Delivery,False,True,False
ORD004039,CUST00529,Fatima Hassan,fatima.hassan@gmail,+971 59 5666189,Ras Al Khaimah,2025-05-20,2025-05-21,Books,65.22,2,Credit Card,False,True,False
ORD002673,CUST00556,Aisha Hassan,aisha.hassan77@gmail.com,+971 52 7636054,Sharjah,2025-09-16,2025-09-18,Electronics,8653.0,3,Apple Pay,False,False,True
ORD000731,CUST00628,Mohammed Al Rashid,mohammed.alrashid39@outlook.com,+971 53 4115765,Fujairah,2025-09-04,2025-04-13,Electronics,81.11,2,Credit Card,True,False,False
ORD000500,CUST00183,Mariam Ibrahim,mariam.ibrahim@gmail,+971 54 7726643,Ajman,2025-09-22,2025-09-27,Books,16.73,1,Credit Card,False,True,False
ORD000122,CUST00779,Tariq Sheikh,tariq.sheikh@gmail,+971 56 6312979,Abu Dhabi,2025-03-17,,Home & Kitchen,26.86,1,Cash on Delivery,False,True,False
ORD000858,CUST00668,Aisha Patel,aisha.patel27@gmail.com,+971 51 5763210,Abu Dhabi,2026-05-08,2026-05-06,Toys,106.85,1,Cash on Delivery,True,False,False
ORD003305,CUST00841,Amina Nasser,amina.nasser36@gmail.com,+971 54 2126577,Sharjah,2025-12-16,2025-12-13,Books,200.5,4,Cash on Delivery,True,False,False
ORD002486,CUST00383,Hassan Nasser,hassan.nasser51@hotmail.com,+971 59 1526320,Sharjah,2026-02-11,2026-02-06,Groceries,157.53,1,Credit Card,True,False,False
ORD004327,CUST00335,Salem Patel,salempatelgmail.com,+971 53 6624727,Abu Dhabi,2025-12-23,2025-12-24,Home & Kitchen,36.76,1,Credit Card,False,True,False
ORD001294,CUST00651,Salem Al Amiri,salem.alamiri15@outlook.com,+971 51 7791390,Ajman,2025-09-26,2025-09-21,Electronics,154.24,5,Credit Card,True,False,False
ORD003445,CUST00976,Khalid Al Amiri,khalid.alamiri5@outlook.com,+971 58 9267697,Ras Al Khaimah,2025-08-03,2025-03-10,Groceries,133.67,5,Apple Pay,True,False,False
ORD003654,CUST01115,Reem Malik,reem.malik@gmail,+971 53 3598801,Ajman,2025-10-18,2025-10-28,Books,29.21,2,Credit Card,False,True,False
ORD001015,CUST00005,Sara Al Rashid,sara.alrashid@gmail,+971 55 1778685,Abu Dhabi,2025-06-15,2025-06-19,Toys,378.4,1,Credit Card,False,True,False
ORD001557,CUST00138,Fatima Ibrahim,fatima.ibrahim@gmail,+971 52 1198317,Fujairah,2025-01-01,,Books,166.27,1,Apple Pay,False,True,False
ORD001585,CUST01294,Tariq Al Rashid,tariq.alrashid@gmail,+971 55 3197504,Ajman,2026-01-09,2026-01-14,Fashion,102.39,3,Debit Card,False,True,False
ORD004695,CUST01367,Tariq Ahmed,tariq.ahmed@gmail,+971 57 8734042,Dubai,2025-09-09,2025-09-16,Electronics,55.1,2,Cash on Delivery,False,True,False
ORD003078,CUST01541,Salem Sheikh,salem.sheikh@gmail,+971 54 1978019,Fujairah,2025-02-18,2025-02-25,Home & Kitchen,115.94,5,Cash on Delivery,False,True,False
ORD002997,CUST00608,Zainab Al Rashid,zainab.alrashid11@gmail.com,+971 53 3479259,Fujairah,2025-09-06,2025-06-13,Toys,86.29,2,Credit Card,True,False,False
ORD004969,CUST01024,Mariam Ahmed,mariam.ahmed31@outlook.com,+971 51 3341149,Sharjah,2025-11-14,2025-11-10,Fashion,49.68,1,Credit Card,True,False,False
ORD000151,CUST00822,Salem Al Maktoum,salem.almaktoum@gmail,+971 54 5069884,Sharjah,2025-11-15,2025-11-24,Books,4283.5,2,Credit Card,False,True,False
ORD001722,CUST00519,Khalid Patel,khalid.patel38@gmail.com,+971 50 5186927,Ras Al Khaimah,2026-07-06,2026-06-12,Books,51.44,3,Debit Card,True,False,False
ORD003003,CUST01235,Mohammed Al Maktoum,mohammed.almaktoum@gmail,+971 52 6046799,Dubai,2025-06-04,2025-04-04,Books,44.1,1,Debit Card,True,True,False
ORD002392,CUST00424,Khalid Sheikh,khalid.sheikh@gmail,+971 56 1258691,Sharjah,2025-01-10,2025-01-16,Books,26.32,1,Apple Pay,False,True,False
ORD003471,CUST00222,Amina Malik,amina.malik94@yahoo.com,+971 57 2434696,Fujairah,2026-03-19,2026-03-21,Fashion,6086.0,1,Apple Pay,False,False,True
ORD000245,CUST00739,Noor Ahmed,noor.ahmed15@yahoo.com,+971 50 8973718,Sharjah,2025-11-29,2025-11-26,Fashion,20.08,2,Credit Card,True,False,False
ORD003796,CUST00893,Rashid Ibrahim,rashidibrahimgmail.com,+971 50 5870316,Ajman,2025-02-22,2025-02-27,Books,48.15,1,Credit Card,False,True,False
ORD000512,CUST00191,Rashid Ahmed,rashid.ahmed@gmail,+971 52 8611927,Ras Al Khaimah,2025-06-06,2025-06-01,Fashion,63.42,1,Cash on Delivery,True,True,False
ORD003248,CUST00257,Khalid Patel,khalidpatelgmail.com,+971 58 6468795,Dubai,2026-03-12,2026-03-19,Electronics,32.04,1,Cash on Delivery,False,True,False
ORD000651,CUST01468,Amina Sheikh,amina.sheikh@gmail,+971 51 2590298,Fujairah,2025-07-20,2025-07-29,Home & Kitchen,423.67,1,Debit Card,False,True,False
ORD001971,CUST00214,Sara Patel,sara.patel85@outlook.com,+971 53 7881680,Dubai,2026-11-03,2026-03-21,Fashion,120.73,5,Debit Card,True,False,False
ORD000031,CUST00222,Sara Hassan,sara.hassan74@hotmail.com,+971 54 3030966,Ajman,2026-11-02,2026-02-15,Fashion,36.54,2,Credit Card,True,False,False
ORD000390,CUST00375,Noor Ahmed,noor.ahmed1@outlook.com,+971 56 8972995,Abu Dhabi,2025-11-03,2025-03-18,Books,37.45,5,Cash on Delivery,True,False,False
ORD003157,CUST00577,Mariam Al Suwaidi,mariam.alsuwaidi3@yahoo.com,+971 58 7688140,Dubai,2025-08-19,2025-08-18,Fashion,19.35,1,Apple Pay,True,False,False
ORD004307,CUST01011,Sara Nasser,sara.nasser91@hotmail.com,+971 57 5555138,Sharjah,2025-03-06,2025-03-04,Beauty,35.52,5,Cash on Delivery,True,False,False
ORD002641,CUST00177,Amina Patel,amina.patel1@outlook.com,+971 52 5641385,Ajman,2025-01-12,2025-01-10,Books,407.2,4,Credit Card,True,False,False
ORD004961,CUST00554,Reem Sheikh,reem.sheikh@gmail,+971 55 9712960,Dubai,2026-05-05,2026-05-13,Electronics,48.48,4,Credit Card,False,True,False
ORD003639,CUST00811,Yousef Ibrahim,yousef.ibrahim@gmail,+971 50 8282798,Sharjah,2025-11-15,2025-11-22,Books,58.93,2,Credit Card,False,True,False
ORD002671,CUST00848,Reem Rahman,reem.rahman96@gmail.com,+971 51 6496657,Sharjah,2025-02-11,2025-02-08,Groceries,33.22,2,Credit Card,True,False,False
ORD004760,CUST01592,Sara Sheikh,sarasheikhgmail.com,+971 55 4263993,Ajman,2025-04-14,2025-04-18,Beauty,137.26,4,Credit Card,False,True,False
ORD003329,CUST01379,Huda Al Rashid,hudaalrashidgmail.com,+971 51 5069781,Ras Al Khaimah,2026-03-12,2026-03-19,Electronics,,1,Credit Card,False,True,False
ORD000761,CUST00978,Salem Al Suwaidi,,+971 51 3448450,Ajman,2025-11-03,2025-03-15,Sports,37.5,1,Credit Card,True,False,False
ORD001210,CUST00056,Salem Malik,salem.malik30@yahoo.com,+971 58 5707149,Fujairah,2025-02-27,2025-02-23,Groceries,383.59,5,Credit Card,True,False,False
ORD000594,CUST00869,Mariam  Al Rashid,mariam.alrashid49@yahoo.com,+971 55 5257391,Ras Al Khaimah,2025-01-11,2025-01-17,Beauty,9310.0,3,Credit Card,False,False,True
ORD003698,CUST00426,Ahmed Malik,ahmed.malik11@outlook.com,+971 51 8568399,Dubai,2025-07-10,2025-07-07,Groceries,93.0,3,Credit Card,True,False,False
ORD003366,CUST01607,Layla Al Suwaidi,layla.alsuwaidi3@outlook.com,+971 57 3185274,Ras Al Khaimah,2025-09-24,2025-09-22,Books,470.25,4,Credit Card,True,False,False
ORD000676,CUST00143,Mariam Nasser,mariam.nasser82@yahoo.com,+971 52 9511563,Abu Dhabi,2025-12-08,2025-08-14,Home & Kitchen,,1,Apple Pay,True,False,False
ORD001002,CUST00097,Mohammed Al Falasi,mohammedalfalasigmail.com,+971 51 8623811,Fujairah,2025-02-12,2025-02-18,Toys,168.11,1,Cash on Delivery,False,True,False
ORD000028,CUST01505,Reem Al Rashid,reem.alrashid63@yahoo.com,+971 56 1454696,Sharjah,2026-05-13,2026-05-10,Toys,97.1,5,Debit Card,True,False,False
ORD004564,CUST00963,Tariq Al Amiri,tariq.alamiri80@outlook.com,+971 59 8353738,Abu Dhabi,2025-03-16,2025-03-11,Beauty,83.04,5,Debit Card,True,False,False
ORD002088,CUST00562,Layla Al Maktoum,laylaalmaktoumgmail.com,+971 54 4739582,Ras Al Khaimah,2025-10-12,2025-10-20,Sports,57.53,2,Debit Card,False,True,False
ORD001201,CUST01642,Ahmed Khan,ahmed.khan26@yahoo.com,+971 53 7848614,Fujairah,2026-03-13,2026-03-11,Groceries,75.58,1,Cash on Delivery,True,False,False
ORD002831,CUST01695,Fatima Malik,fatimamalikgmail.com,+971 55 5349077,Dubai,2025-05-01,2025-01-15,Sports,12.14,2,Cash on Delivery,True,True,False
ORD000266,CUST00385,Ali Patel,alipatelgmail.com,+971 50 7027405,Ras Al Khaimah,2025-01-10,2025-10-11,Beauty,19.15,2,Cash on Delivery,False,True,False
ORD004469,CUST00320,Amina Rahman,amina.rahman@gmail,+971 52 5212763,Ras Al Khaimah,2025-07-29,2025-08-02,Fashion,74.25,1,Cash on Delivery,False,True,False
ORD004513,CUST01525,Yousef Khan,yousefkhangmail.com,+971 59 6229785,Abu Dhabi,2025-07-31,2025-08-02,Sports,37.0,5,Credit Card,False,True,False
ORD002544,CUST00565,Huda Malik,hudamalikgmail.com,+971 55 7115138,Dubai,2025-06-25,2025-06-30,Beauty,48.99,3,Credit Card,False,True,False
ORD001986,CUST00749,Mariam Sheikh,mariam.sheikh47@gmail.com,+971 51 3125796,Abu Dhabi,2026-01-18,2026-01-14,Books,111.4,2,Cash on Delivery,True,False,False
ORD003632,CUST00365,Hassan Khan,hassankhangmail.com,+971 57 5069524,Dubai,2026-05-16,2026-05-18,Beauty,35.36,1,Cash on Delivery,False,True,False
ORD001591,CUST01573,Ali Al Falasi,alialfalasigmail.com,+971 54 6122342,Dubai,2025-03-30,2025-04-03,Fashion,22.83,1,Credit Card,False,True,False
ORD003220,CUST01164,Mohammed Patel,mohammed.patel46@hotmail.com,+971 58 6363072,Dubai,2025-09-06,2025-06-17,Electronics,137.21,2,Cash on Delivery,True,False,False
ORD001096,CUST00281,Layla Malik,layla.malik65@hotmail.com,+971 50 6308190,Dubai,2025-11-01,2025-01-13,Toys,61.52,1,Credit Card,True,False,False
ORD002220,CUST00744,Omar Khan,omar.khan@gmail,+971 57 9159212,Dubai,2025-01-11,2025-01-18,Beauty,52.09,1,Debit Card,False,True,False
ORD003876,CUST00318,Rashid Khan,,+971 57 2938975,Ajman,2025-10-21,2025-10-22,Beauty,21962.0,1,Cash on Delivery,False,False,True
ORD000727,CUST00746,Fatima Hassan,fatima.hassan@gmail,+971 52 7740736,Ajman,2025-06-17,2025-06-23,Home & Kitchen,67.93,3,Apple Pay,False,True,False
ORD001884,CUST01536,Huda Ahmed,huda.ahmed78@hotmail.com,+971 51 5467103,Dubai,2025-07-03,2025-03-15,Electronics,36.88,1,Apple Pay,True,False,False
ORD003600,CUST01094,Salem  Al Suwaidi,salem.alsuwaidi8@outlook.com,+971 58 5819128,Ras Al Khaimah,2026-03-21,2026-03-18,Home & Kitchen,53.12,1,Credit Card,True,False,False
ORD002716,CUST01126,Hassan Ibrahim,hassan.ibrahim45@yahoo.com,+971 52 4293012,Ras Al Khaimah,2026-05-24,2026-05-20,Sports,817.0,2,Credit Card,True,False,False
ORD000507,CUST00759,Tariq Al Maktoum,tariq.almaktoum39@gmail.com,+971 58 8144563,Fujairah,2025-08-05,2025-05-16,Toys,36.88,3,Credit Card,True,False,False
ORD001363,CUST01658,Layla Patel,layla.patel@gmail,+971 58 2675675,Abu Dhabi,2025-07-09,2025-07-16,Groceries,75.16,1,Credit Card,False,True,False
ORD001606,CUST00177,Ahmed Nasser,ahmed.nasser@gmail,+971 59 8911742,Ras Al Khaimah,2025-05-21,2025-05-24,Beauty,25.7,4,Credit Card,False,True,False
ORD003753,CUST00308,Ahmed Ibrahim,ahmed.ibrahim38@hotmail.com,+971 52 6436378,Dubai,2025-04-03,2025-03-07,Groceries,233.42,5,Credit Card,True,False,False
ORD004551,CUST01672,Reem Al Ali,reem.alali6@outlook.com,+971 53 9240168,Dubai,2025-10-02,2025-02-15,Groceries,268.59,1,Debit Card,True,False,False
ORD002496,CUST00741,Hassan Hassan,hassan.hassan@gmail,+971 54 6452424,Ajman,2025-12-13,2025-12-15,Toys,15039.0,1,Credit Card,False,True,True
ORD002353,CUST00901,Omar Ibrahim,omar.ibrahim80@gmail.com,+971 54 3258459,Ras Al Khaimah,2025-02-28,2025-02-24,Beauty,132.1,5,Cash on Delivery,True,False,False
ORD001910,CUST00853,Huda Sheikh,huda.sheikh@gmail,+971 54 7833899,Fujairah,2025-11-05,2025-11-15,Beauty,76.93,2,Apple Pay,False,True,False
ORD003820,CUST00237,Yousef Khan,yousefkhangmail.com,+971 54 9599430,Dubai,2026-03-24,2026-03-29,Beauty,20.41,1,Credit Card,False,True,False
ORD002258,CUST00725,Fatima Malik,fatima.malik98@hotmail.com,+971 57 8281109,Fujairah,2025-10-12,2025-10-08,Fashion,43.78,2,Credit Card,True,False,False
ORD002725,CUST00736,Amina Sheikh,amina.sheikh@gmail,+971 52 8365271,Abu Dhabi,2026-05-25,2026-06-02,Beauty,474.65,5,Credit Card,False,True,False
ORD001997,CUST01330,Yousef Hassan,yousefhassangmail.com,+971 52 5550247,Dubai,2026-06-26,2026-07-06,Groceries,64.94,1,Credit Card,False,True,False
ORD002382,CUST01279,Mariam Patel,mariam.patel@gmail,+971 59 6797632,Fujairah,2025-01-23,2025-01-24,Sports,25.61,5,Cash on Delivery,False,True,False
ORD000552,CUST00117,Yousef Malik,yousef.malik75@gmail.com,+971 53 6529924,Sharjah,2025-01-31,2025-01-27,Sports,57.07,1,Debit Card,True,False,False
ORD002657,CUST01383,Yousef Al Rashid,yousef.alrashid@gmail,+971 55 2004690,Abu Dhabi,2025-08-31,2025-09-01,Home & Kitchen,22.38,1,Apple Pay,False,True,False
ORD002427,CUST00796,Zainab Ibrahim,zainab.ibrahim98@hotmail.com,+971 55 6523649,Ras Al Khaimah,2025-09-22,2025-09-19,Beauty,118.16,3,Credit Card,True,False,False
ORD002963,CUST00505,Zainab Patel,zainabpatelgmail.com,+971 54 9534819,Sharjah,2025-05-24,2025-05-27,Beauty,39.29,2,Credit Card,False,True,False
ORD000541,CUST00112,Hassan Nasser,hassan.nasser@gmail,+971 50 3037470,Ras Al Khaimah,2025-04-20,2025-04-22,Sports,153.81,3,Credit Card,False,True,False
ORD002195,CUST00523,Sara Al Amiri,sara.alamiri17@yahoo.com,+971 57 9613827,Ajman,2025-06-06,2025-06-02,Electronics,80.62,5,Credit Card,True,False,False
ORD002114,CUST00363,Yousef Ibrahim,yousef.ibrahim8@hotmail.com,+971 50 8368426,Dubai,2026-12-01,2026-01-22,Electronics,24.48,1,Cash on Delivery,True,False,False
